Step,"Group: femnist - Client #1, train_avg_loss","Group: femnist - Client #1, train_avg_loss__MIN","Group: femnist - Client #1, train_avg_loss__MAX","Group: femnist - Client #2, train_avg_loss","Group: femnist - Client #2, train_avg_loss__MIN","Group: femnist - Client #2, train_avg_loss__MAX","Group: femnist - Client #3, train_avg_loss","Group: femnist - Client #3, train_avg_loss__MIN","Group: femnist - Client #3, train_avg_loss__MAX","Group: femnist - Client #4, train_avg_loss","Group: femnist - Client #4, train_avg_loss__MIN","Group: femnist - Client #4, train_avg_loss__MAX","Group: femnist - Client #5, train_avg_loss","Group: femnist - Client #5, train_avg_loss__MIN","Group: femnist - Client #5, train_avg_loss__MAX",avg,min,max
1979,,,,,,,,,,1.806364059,1.806364059,1.806364059,,,,2.141106629,1.806364059,2.495594025
2005,,,,,,,2.495594025,2.495594025,2.495594025,,,,,,,2.214951968,1.993347764,2.495594025
2030,2.337070227,2.337070227,2.337070227,,,,,,,,,,,,,2.072319198,1.782430172,2.337070227
2115,,,,,,,,,,2.073157072,2.073157072,2.073157072,,,,2.03823216,1.782430172,2.175590754
2118,,,,,,,1.993347764,1.993347764,1.993347764,,,,,,,2.096886277,1.782430172,2.36642766
2133,,,,,,,,,,,,,2.175590754,2.175590754,2.175590754,2.025461555,1.636224151,2.36642766
2141,1.782430172,1.782430172,1.782430172,,,,,,,,,,,,,1.995932317,1.636224151,2.36642766
2156,,,,,,,2.166635036,2.166635036,2.166635036,,,,,,,2.012738037,1.636224151,2.36642766
2167,,,,2.36642766,2.36642766,2.36642766,,,,,,,,,,1.944524455,1.636224151,2.36642766
2217,,,,,,,,,,,,,1.636224151,1.636224151,1.636224151,1.907594848,1.636224151,2.181779623
2224,,,,2.027944565,2.027944565,2.027944565,,,,,,,,,,2.011891127,1.825567126,2.181779623
2277,1.866458774,1.866458774,1.866458774,,,,,,,,,,,,,1.958228254,1.759630203,2.181779623
2302,,,,,,,,,,1.825567126,1.825567126,1.825567126,,,,2.130840039,1.759630203,2.729517698
2309,2.181779623,2.181779623,2.181779623,,,,,,,,,,,,,2.081489182,1.578812838,2.729517698
2320,,,,,,,,,,,,,2.157705545,2.157705545,2.157705545,2.09912076,1.578812838,2.729517698
2328,,,,1.759630203,1.759630203,1.759630203,,,,,,,,,,2.026017475,1.578812838,2.729517698
2335,,,,,,,2.729517698,2.729517698,2.729517698,,,,,,,2.073389101,1.578812838,2.729517698
2375,,,,1.578812838,1.578812838,1.578812838,,,,,,,,,,1.916796803,1.578812838,2.269937515
2414,,,,,,,2.269937515,2.269937515,2.269937515,,,,,,,2.004544759,1.792189121,2.269937515
2423,,,,,,,,,,1.792189121,1.792189121,1.792189121,,,,1.970680785,1.792189121,2.100617647
2436,,,,1.996488333,1.996488333,1.996488333,,,,,,,,,,1.994291496,1.910242677,2.100617647
2452,,,,,,,,,,,,,1.946556211,1.946556211,1.946556211,2.030460358,1.910242677,2.17733264
2459,2.017552614,2.017552614,2.017552614,,,,,,,,,,,,,2.055439687,1.910242677,2.17733264
2473,,,,,,,2.100617647,2.100617647,2.100617647,,,,,,,2.044576669,1.910242677,2.17733264
2497,,,,,,,,,,1.910242677,1.910242677,1.910242677,,,,2.027672887,1.910242677,2.17733264
2499,,,,2.17733264,2.17733264,2.17733264,,,,,,,,,,2.069167042,1.963237524,2.17733264
2511,,,,,,,,,,,,,2.071452856,2.071452856,2.071452856,2.039672709,1.963237524,2.117713451
2566,,,,,,,1.963237524,1.963237524,1.963237524,,,,,,,1.919951963,1.472849131,2.117713451
2581,,,,,,,,,,2.016098738,2.016098738,2.016098738,,,,1.949107695,1.472849131,2.117713451
2601,,,,,,,2.117713451,2.117713451,2.117713451,,,,,,,2.024075651,1.472849131,2.39093852
2623,,,,2.029860973,2.029860973,2.029860973,,,,,,,,,,2.007872343,1.472849131,2.39093852
2639,,,,,,,,,,1.472849131,1.472849131,1.472849131,,,,2.028498459,1.472849131,2.39093852
2668,,,,,,,2.10901618,2.10901618,2.10901618,,,,,,,2.173353338,2.036696911,2.39093852
2710,,,,,,,,,,,,,2.39093852,2.39093852,2.39093852,2.1828897,2.036696911,2.39093852
2717,2.036696911,2.036696911,2.036696911,,,,,,,,,,,,,2.115301847,2.036696911,2.197123528
2725,,,,,,,2.132991552,2.132991552,2.132991552,,,,,,,2.10850153,2.002695322,2.197123528
2843,,,,,,,2.197123528,2.197123528,2.197123528,,,,,,,2.046942425,1.825196028,2.197123528
2847,2.156697989,2.156697989,2.156697989,,,,,,,,,,,,,1.992553759,1.825196028,2.156697989
2854,,,,,,,,,,,,,2.052999258,2.052999258,2.052999258,1.945228195,1.825196028,2.052999258
2883,,,,,,,2.002695322,2.002695322,2.002695322,,,,,,,1.996809626,1.825196028,2.31090641
2899,,,,1.825196028,1.825196028,1.825196028,,,,,,,,,,1.986985493,1.825196028,2.31090641
2924,,,,,,,,,,1.925180197,1.925180197,1.925180197,,,,1.946980214,1.625169635,2.31090641
2946,,,,1.920070171,1.920070171,1.920070171,,,,,,,,,,2.007559276,1.625169635,2.31090641
2966,,,,,,,,,,,,,2.31090641,2.31090641,2.31090641,1.930316353,1.533855557,2.31090641
2979,,,,,,,,,,1.953574657,1.953574657,1.953574657,,,,1.785379195,1.533855557,2.228075504
2980,,,,1.625169635,1.625169635,1.625169635,,,,,,,,,,1.849608254,1.533855557,2.274719954
3054,,,,,,,,,,,,,2.228075504,2.228075504,2.228075504,1.919429874,1.533855557,2.274719954
3072,,,,,,,,,,1.533855557,1.533855557,1.533855557,,,,1.91162715,1.533855557,2.274719954
3077,1.586220622,1.586220622,1.586220622,,,,,,,,,,,,,1.877133942,1.361389518,2.274719954
3092,,,,,,,2.274719954,2.274719954,2.274719954,,,,,,,1.968129706,1.361389518,2.274719954
3096,,,,1.974277735,1.974277735,1.974277735,,,,,,,,,,1.870153999,1.361389518,2.18906188
3097,,,,,,,,,,,,,2.18906188,2.18906188,2.18906188,1.789069676,1.361389518,2.18906188
3161,,,,,,,,,,1.361389518,1.361389518,1.361389518,,,,1.657940602,1.361389518,2.041199446
3170,2.041199446,2.041199446,2.041199446,,,,,,,,,,,,,1.776090193,1.53341651,2.041199446
3179,,,,1.784841418,1.784841418,1.784841418,,,,,,,,,,1.803207207,1.53341651,2.176784515
3194,,,,,,,1.56885612,1.56885612,1.56885612,,,,,,,1.828455138,1.53341651,2.176784515
3197,,,,,,,,,,1.53341651,1.53341651,1.53341651,,,,1.896831369,1.53341651,2.176784515
3230,,,,1.95213747,1.95213747,1.95213747,,,,,,,,,,1.996019316,1.910737276,2.176784515
3242,,,,,,,2.176784515,2.176784515,2.176784515,,,,,,,1.947511601,1.709598899,2.176784515
3262,,,,1.911081076,1.911081076,1.911081076,,,,,,,,,,1.769530702,1.286880016,2.029356241
3288,,,,,,,,,,1.910737276,1.910737276,1.910737276,,,,1.75339756,1.286880016,2.029356241
3303,2.029356241,2.029356241,2.029356241,,,,,,,,,,,,,1.726272345,1.286880016,2.029356241
3353,,,,,,,1.709598899,1.709598899,1.709598899,,,,,,,1.683199,1.286880016,1.830415368
3363,1.286880016,1.286880016,1.286880016,,,,,,,,,,,,,1.761477852,1.286880016,2.100993156
