Step,"Group: femnist - Client #1, train_avg_loss","Group: femnist - Client #1, train_avg_loss__MIN","Group: femnist - Client #1, train_avg_loss__MAX","Group: femnist - Client #2, train_avg_loss","Group: femnist - Client #2, train_avg_loss__MIN","Group: femnist - Client #2, train_avg_loss__MAX","Group: femnist - Client #3, train_avg_loss","Group: femnist - Client #3, train_avg_loss__MIN","Group: femnist - Client #3, train_avg_loss__MAX","Group: femnist - Client #4, train_avg_loss","Group: femnist - Client #4, train_avg_loss__MIN","Group: femnist - Client #4, train_avg_loss__MAX","Group: femnist - Client #5, train_avg_loss","Group: femnist - Client #5, train_avg_loss__MIN","Group: femnist - Client #5, train_avg_loss__MAX",avg,min,max
3971,,,,,,,1.607367516,1.607367516,1.607367516,,,,,,,1.286124444,1.113537431,1.607367516
3978,,,,,,,,,,1.114632607,1.114632607,1.114632607,,,,1.356854415,1.113537431,1.96101737
3987,,,,1.113537431,1.113537431,1.113537431,,,,,,,,,,1.355592322,1.108322144,1.96101737
4016,1.364235759,1.364235759,1.364235759,,,,,,,,,,,,,1.439479446,1.108322144,1.96101737
4027,,,,1.230848908,1.230848908,1.230848908,,,,,,,,,,1.536127806,1.108322144,1.96101737
4035,,,,,,,,,,,,,1.96101737,1.96101737,1.96101737,1.557101202,1.108322144,1.96101737
4081,,,,,,,1.108322144,1.108322144,1.108322144,,,,,,,1.409382343,1.108322144,1.847477555
4085,,,,1.532973051,1.532973051,1.532973051,,,,,,,,,,1.399313259,1.057976723,1.847477555
4086,,,,,,,,,,,,,1.847477555,1.847477555,1.847477555,1.333772445,1.057976723,1.847477555
4100,,,,,,,,,,1.33571589,1.33571589,1.33571589,,,,1.157155955,0.964395106,1.33571589
4115,,,,,,,1.222423077,1.222423077,1.222423077,,,,,,,1.214124858,0.964395106,1.620560408
4143,,,,,,,,,,1.057976723,1.057976723,1.057976723,,,,1.260995901,0.964395106,1.620560408
4195,,,,,,,,,,,,,1.205268979,1.205268979,1.205268979,1.301631153,0.964395106,1.620560408
4203,,,,,,,,,,0.964395106,0.964395106,0.964395106,,,,1.324574196,0.964395106,1.620560408
4250,,,,,,,,,,1.620560408,1.620560408,1.620560408,,,,1.365600252,1.169525385,1.620560408
4253,1.456778288,1.456778288,1.456778288,,,,,,,,,,,,,1.315039039,1.169525385,1.456778288
4269,,,,,,,1.261152983,1.261152983,1.261152983,,,,,,,1.321942401,1.169525385,1.491295099
4314,,,,1.319984198,1.319984198,1.319984198,,,,,,,,,,1.382342792,1.169525385,1.563154936
4315,,,,,,,,,,,,,1.169525385,1.169525385,1.169525385,1.442071581,1.169525385,1.618628144
4323,1.36775434,1.36775434,1.36775434,,,,,,,,,,,,,1.490603995,1.36775434,1.618628144
4344,,,,,,,1.491295099,1.491295099,1.491295099,,,,,,,1.499694276,1.412187457,1.618628144
4352,,,,1.563154936,1.563154936,1.563154936,,,,,,,,,,1.504877687,1.412187457,1.618628144
4377,,,,,,,1.618628144,1.618628144,1.618628144,,,,,,,1.438209796,1.229815483,1.618628144
4384,1.412187457,1.412187457,1.412187457,,,,,,,,,,,,,1.372072554,1.229815483,1.517212152
4416,,,,,,,1.413205743,1.413205743,1.413205743,,,,,,,1.366178155,1.229815483,1.517212152
4426,,,,,,,,,,,,,1.517212152,1.517212152,1.517212152,1.359254575,1.229815483,1.517212152
4442,,,,1.229815483,1.229815483,1.229815483,,,,,,,,,,1.36377995,1.229815483,1.539839029
4447,,,,,,,,,,1.287941933,1.287941933,1.287941933,,,,1.344457078,1.133201122,1.539839029
4472,,,,,,,1.382715464,1.382715464,1.382715464,,,,,,,1.325827312,1.133201122,1.539839029
4481,,,,,,,,,,1.378587842,1.378587842,1.378587842,,,,1.324002981,1.133201122,1.539839029
4510,,,,,,,1.539839029,1.539839029,1.539839029,,,,,,,1.30270493,1.133201122,1.539839029
4546,,,,,,,1.133201122,1.133201122,1.133201122,,,,,,,1.186901307,0.960820913,1.373593807
4591,,,,,,,,,,,,,1.194793105,1.194793105,1.194793105,1.213788772,0.960820913,1.373593807
4617,,,,1.373593807,1.373593807,1.373593807,,,,,,,,,,1.28505466,0.960820913,1.551122546
4626,,,,,,,1.272097588,1.272097588,1.272097588,,,,,,,1.277647138,0.960820913,1.551122546
4687,,,,,,,,,,,,,0.960820913,0.960820913,0.960820913,1.293572187,0.960820913,1.551122546
4696,,,,,,,,,,1.267638445,1.267638445,1.267638445,,,,1.386333346,1.267638445,1.551122546
4697,,,,,,,1.551122546,1.551122546,1.551122546,,,,,,,1.437847376,1.336556196,1.551122546
4757,,,,1.336556196,1.336556196,1.336556196,,,,,,,,,,1.385265708,1.288214207,1.525208592
4769,,,,,,,1.351722836,1.351722836,1.351722836,,,,,,,1.392703772,1.288214207,1.525208592
4795,1.424626708,1.424626708,1.424626708,,,,,,,,,,,,,1.432989693,1.288214207,1.553152442
4817,,,,1.525208592,1.525208592,1.525208592,,,,,,,,,,1.466127706,1.288214207,1.590316772
4819,,,,,,,,,,,,,1.288214207,1.288214207,1.288214207,1.413055372,1.259846926,1.590316772
4848,,,,,,,,,,1.373746514,1.373746514,1.373746514,,,,1.415420198,1.259846926,1.590316772
4849,,,,,,,,,,,,,1.553152442,1.553152442,1.553152442,1.393723655,1.259846926,1.590316772
4898,,,,1.590316772,1.590316772,1.590316772,,,,,,,,,,1.366662216,1.259846926,1.590316772
4930,,,,,,,,,,1.259846926,1.259846926,1.259846926,,,,1.333761072,1.259846926,1.425811052
4943,,,,,,,1.300038338,1.300038338,1.300038338,,,,,,,1.377503848,1.265263796,1.478560805
4968,,,,,,,,,,,,,1.265263796,1.265263796,1.265263796,1.430692911,1.265263796,1.565983653
